id,opensora2/dynamic_degree,opensora2/motion_smoothness,opensora2/subject_consistency,Sora_cla/dynamic_degree,Sora_cla/motion_smoothness,Sora_cla/subject_consistency,wan2.1_cla/dynamic_degree,wan2.1_cla/motion_smoothness,wan2.1_cla/subject_consistency,wan2.2_cla/dynamic_degree,wan2.2_cla/motion_smoothness,wan2.2_cla/subject_consistency,vidu_cla/dynamic_degree,vidu_cla/motion_smoothness,vidu_cla/subject_consistency,Kling-1.6_cla/dynamic_degree,Kling-1.6_cla/motion_smoothness,Kling-1.6_cla/subject_consistency,hunyuanvideo_cla/dynamic_degree,hunyuanvideo_cla/motion_smoothness,hunyuanvideo_cla/subject_consistency,veo_3_cla/dynamic_degree,veo_3_cla/motion_smoothness,veo_3_cla/subject_consistency,difficulty
a bicycle accelerating to gain speed,1.0,0.9888203213607911,0.9709441885817796,1.0,0.9659459950031308,0.8579481804330877,1.0,0.9657391978322724,0.9676482371985913,1.0,0.9466139891053353,0.9510930778086186,1.0,0.9536054300073113,0.94178478199292,1.0,0.9919084913539586,0.9725558623981972,1.0,0.9891286788552589,0.963011306989938,1.0,0.9860403852888622,0.927882368839224,level0
a car stuck in traffic during rush hour,1.0,0.9893257488577628,0.9748568202834577,1.0,0.9878510759864424,0.9753529524243116,1.0,0.9813374828374637,0.9706802344880998,1.0,0.985249346008079,0.9763412901759148,1.0,0.9826851620680547,0.8807337351203934,1.0,0.9946380367281823,0.9482003701540331,1.0,0.9919515885496452,0.9378733628429472,1.0,0.9959199267871135,0.9706204861246478,level0
a car turning a corner,1.0,0.9891908261112832,0.9345482052303851,1.0,0.970861922597277,0.8589163612399325,1.0,0.9721623498455371,0.9634919825941325,1.0,0.962350312507092,0.8817796704918146,1.0,0.9686100283371573,0.8393029353240641,1.0,0.9943679065889955,0.9218175673546891,1.0,0.9926869722254137,0.8821390323108063,1.0,0.9908705107433446,0.8708390399267536,level0
a car slowing down to stop,1.0,0.9912161948495614,0.9369145432021468,1.0,0.9910337165413106,0.9386941037322052,1.0,0.9617713287420003,0.8214129121508449,1.0,0.9778477902667143,0.8373493088409305,1.0,0.9760113209309489,0.8517251198853903,1.0,0.9946474467417656,0.9336962115330001,1.0,0.9905647524942415,0.8482366684824229,1.0,0.9933735507294413,0.9054097436173425,level0
a car accelerating to gain speed,1.0,0.9865103714900686,0.9344639202579856,1.0,0.980792036396846,0.8743885641930087,1.0,0.9846851925785506,0.8884622932411731,1.0,0.9584617670533202,0.8792178846523167,1.0,0.9776406620782552,0.8694820206582061,1.0,0.9951472609383983,0.9018145572704573,1.0,0.9903518774050601,0.9417239467613399,1.0,0.989541497418229,0.9222837133557384,level0
a motorcycle cruising along a coastal highway,1.0,0.9891255790181323,0.9452605348080396,1.0,0.9835889076585195,0.9058376105839774,1.0,0.9797754062716305,0.9585943562909961,1.0,0.9862762859774985,0.9535998647660018,1.0,0.9714678918369541,0.8550409099677714,1.0,0.9932782074824168,0.929117631042997,1.0,0.9916336769829822,0.952983795106411,1.0,0.992849567438391,0.9268974387520894,level0
a motorcycle turning a corner,1.0,0.9893143993369374,0.9431764280889183,1.0,0.9778675588472477,0.9256134946874324,1.0,0.9394913463406919,0.8188720297999679,1.0,0.9646693297674972,0.8738236043974756,1.0,0.9677816034276713,0.9062822294913657,1.0,0.9938438610807339,0.9055023283387225,1.0,0.9910517258410707,0.9402986173983663,1.0,0.9883867655688615,0.9331889388760972,level0
a motorcycle slowing down to stop,1.0,0.989991953606699,0.9600155657157302,1.0,0.9871139438791319,0.9215353223701452,1.0,0.9869363836195646,0.9145531973801553,1.0,0.9796463524078615,0.9084036567807198,1.0,0.9651455685391743,0.9039828616186856,1.0,0.9925062566073402,0.9192870651371777,1.0,0.9883431315990661,0.9195199615322054,1.0,0.9921980623100849,0.9566395557987752,level0
a motorcycle gliding through a snowy field,1.0,0.9860145213141681,0.9008942876011133,1.0,0.9914548586074019,0.9137219020584286,1.0,0.9849098953368963,0.9681264631450176,1.0,0.9816456650057303,0.973639827594161,1.0,0.9717193027184265,0.8799787296027672,1.0,0.9900744430656497,0.926354861445725,1.0,0.976636935661942,0.9664008784573526,1.0,0.994755390415974,0.8751514151770408,level0
a motorcycle accelerating to gain speed,1.0,0.9879132280162736,0.9701036938466132,1.0,0.9849585247270276,0.9502010886701162,1.0,0.9798172181549847,0.9129288602620363,1.0,0.9503312429576866,0.9229803154617547,1.0,0.9682480756035099,0.9019212696640715,1.0,0.9930452249852487,0.9403277959364157,1.0,0.9835225285105542,0.981175797432661,1.0,0.9893292027774194,0.9437436359090956,level0
an airplane soaring through a clear blue sky,1.0,0.9788836796939936,0.8144650673260913,1.0,0.9962796666776296,0.9715043415159187,0,0.9949096980120535,0.9650190903805196,1.0,0.9905177399634623,0.9075979221612215,1.0,0.9894805469945928,0.9024120310942332,1.0,0.9954973723825951,0.9365558669902384,1.0,0.9861723280563852,0.9384761458262801,1.0,0.996577256756321,0.8766084006319496,level0
an airplane taking off,1.0,0.9863066120327775,0.9453715474810451,1.0,0.9930781400459558,0.9320821646075921,1.0,0.9945204859781369,0.9632910503074528,1.0,0.9906738182600877,0.9494107077270746,1.0,0.9803553269746657,0.857358748214395,1.0,0.9939232083263595,0.8631550844448308,1.0,0.992886493380899,0.9738467712420971,1.0,0.9952492613405621,0.9043948220957011,level0
an airplane landing smoothly on a runway,1.0,0.9838703514547908,0.9183618089184165,1.0,0.9938150612383978,0.9072140963485577,1.0,0.9898361733696299,0.8567272041924298,1.0,0.9927770993611565,0.9327653326094151,1.0,0.9861955249926648,0.889633002853006,1.0,0.9959975528699496,0.9346205385401845,1.0,0.9932992641340933,0.9879657553508878,1.0,0.9947477276473455,0.8939487275028727,level0
an airplane accelerating to gain speed,1.0,0.9828040417260506,0.8917320335283876,1.0,0.9885906330372942,0.9261281944361309,1.0,0.9865157007509674,0.9553846392314881,1.0,0.992140130591299,0.9735503621399403,1.0,0.9799425307807919,0.9041923406889769,1.0,0.9927634563563321,0.9349753550409029,1.0,0.9874054304445664,0.9600228727329523,1.0,0.9951909818015899,0.9538037846537785,level0
a bus turning a corner,1.0,0.9906842577275627,0.9487047957722098,1.0,0.9903848330955973,0.9289160951271953,1.0,0.9776293762871902,0.903765697358176,1.0,0.9828578464988424,0.8787486606836319,1.0,0.9694423712352787,0.8608202626792394,1.0,0.9932886401237169,0.9284740673378109,1.0,0.9924608410094905,0.904325456591323,1.0,0.9912549241862315,0.9092557161578332,level0
a bus stuck in traffic during rush hour,1.0,0.9887501943431735,0.9430337982717901,1.0,0.9906117483718738,0.9829732177641569,1.0,0.9815996072562778,0.982459117937833,1.0,0.9836664425891885,0.9756762956082821,1.0,0.9788103389230264,0.9097474195850574,1.0,0.9931202811299096,0.9553331440004209,1.0,0.9916723526211518,0.9770039902534335,1.0,0.9955362978460756,0.9681473155920418,level0
a bus accelerating to gain speed,1.0,0.9856900977049519,0.977092336723581,1.0,0.9892345519165673,0.9434562819116069,1.0,0.9713544811683715,0.8979754752945155,1.0,0.9599489239089734,0.829048159532249,1.0,0.9673779726001946,0.7928890828436952,1.0,0.9935193958970427,0.8928203615515182,1.0,0.990025826031277,0.9272007449995726,1.0,0.9910418886852378,0.9285487207442678,level0
a train speeding down the tracks,1.0,0.9822205114329995,0.9241525795776397,1.0,0.969417833567484,0.9534825954261242,1.0,0.9918360500936848,0.9595738898031413,1.0,0.9711227776713984,0.8936448455974461,1.0,0.9648852763643395,0.8314221897987816,1.0,0.979665789045834,0.950770524687444,1.0,0.9840015970865885,0.9574248196557165,1.0,0.9779990534431974,0.8863849512413534,level0
a train crossing over a tall bridge,1.0,0.9864017968118926,0.9537451200652868,1.0,0.9895258394673775,0.9807863785116464,1.0,0.987849259626268,0.9269731983542442,1.0,0.9910452315453091,0.9360216666013003,1.0,0.9758166328368143,0.8574553852643423,1.0,0.9929422830848076,0.9192299232042084,1.0,0.9924166039427382,0.9883803200442344,1.0,0.9912725934824467,0.964549756861482,level0
a train accelerating to gain speed,1.0,0.979163466587219,0.947932183323428,1.0,0.9863061007263635,0.9239412187729906,1.0,0.9672539547146621,0.9596243964275345,1.0,0.9702233726936955,0.8621919259801507,1.0,0.9725225195081979,0.8712274156207961,1.0,0.9837377350717849,0.9326009519398213,1.0,0.9796966334080471,0.9102439630543813,1.0,0.9847371741671205,0.9015950438239813,level0
a truck turning a corner,1.0,0.9902111899653636,0.941393904061988,1.0,0.9722459233582667,0.8381821339762452,1.0,0.9859395593359234,0.968397456407547,1.0,0.9810694569759327,0.9238343212008477,1.0,0.9682327668393681,0.8145187679950784,1.0,0.9935881295146217,0.9112375192188968,1.0,0.992127202575728,0.8976430795853958,1.0,0.992916735833405,0.9072244385150091,level0
a truck anchored in a tranquil bay,1.0,0.9801259534222193,0.8355989211937412,1.0,0.9926622424877006,0.9655044946494519,1.0,0.9906135865853503,0.9871865025721491,0,0.9925736668184344,0.98410430803895,1.0,0.9897290131916308,0.9412540161997323,1.0,0.9938525776516118,0.9601911992455522,0,0.9949753351614625,0.9899578097742051,1.0,0.9942296427504969,0.9631856280159576,level0
a truck stuck in traffic during rush hour,1.0,0.9888388132650782,0.9267944497987628,1.0,0.9888090285405257,0.9780272287410376,1.0,0.983932146281545,0.9377579999156296,1.0,0.98852747021378,0.977308507785201,1.0,0.9795606853263343,0.9213417350276698,1.0,0.9920259797863855,0.9426395481141905,1.0,0.9923658695262502,0.9720130391884595,1.0,0.9960172374930722,0.9749439354030249,level0
a truck slowing down to stop,1.0,0.9887758010941827,0.9769108849577606,1.0,0.9848298308468271,0.8820217507197553,1.0,0.9862140740421602,0.9592376123182476,1.0,0.9895112384401099,0.9311389221251011,1.0,0.9724588532432792,0.8681884112033419,1.0,0.9945684655829683,0.9399637399241328,1.0,0.99312411075279,0.8455600555520505,1.0,0.9945757268255744,0.9471893811725197,level0
a truck accelerating to gain speed,1.0,0.9825496384711394,0.9683089737314731,1.0,0.9892410849511861,0.8542392925728087,1.0,0.9890941596314451,0.9577670723199845,1.0,0.9844610160150576,0.9614922398328781,1.0,0.9730789811903839,0.8307199911736861,1.0,0.9926934995918578,0.9367488231199483,1.0,0.9880923686773428,0.8943467878969387,1.0,0.9934478533795341,0.9616204699608668,level0
a boat sailing smoothly on a calm lake,1.0,0.9824736446388925,0.9204210177063942,1.0,0.9911559134989101,0.9680282523168012,1.0,0.9901840222637811,0.9830434203147889,1.0,0.9821215656559209,0.9375066675245762,1.0,0.9886822723553458,0.8478374018417142,1.0,0.9941448067252557,0.9481815403637787,0,0.9932903597386401,0.9857367334887386,1.0,0.9957196214149036,0.9805095484431501,level0
a boat slowing down to stop,1.0,0.9801399608340571,0.9700544704217464,1.0,0.9751745705014147,0.9673084368241713,1.0,0.9905059188587906,0.91736805960536,1.0,0.9867790689607728,0.9368005993962288,1.0,0.9808269476680593,0.8711673352776504,1.0,0.9908998054705702,0.9603880872949958,1.0,0.9907904042716986,0.9633770980406553,1.0,0.9909286354148751,0.9549340984896215,level0
a boat accelerating to gain speed,1.0,0.9835147774557141,0.9680622478481382,1.0,0.9722840123151115,0.9441622932085254,1.0,0.9889184688748185,0.9736756632104516,1.0,0.9731143355261664,0.9774456940591335,1.0,0.9803844332752852,0.929350967378151,1.0,0.9914052829377675,0.9506476622385284,1.0,0.9827980892716063,0.9292200652882456,1.0,0.9881921506755724,0.9209277450414228,level0
a bird soaring gracefully in the sky,1.0,0.9800945821774552,0.8299984913901426,1.0,0.9950461391185235,0.9103221599287634,1.0,0.9930764956405739,0.9151132142171264,1.0,0.9908259952852669,0.9223852234333754,1.0,0.9880961324790617,0.8635933440875231,1.0,0.9945445809882595,0.8310545927689721,1.0,0.9917311967571317,0.9066761914640665,1.0,0.9954334453384789,0.8625235740895046,level0
a bird building a nest from twigs and leaves,1.0,0.9798455086253046,0.9382557100150735,1.0,0.9908110814527159,0.9179875128221193,0,0.9933713019787269,0.9640876174904407,1.0,0.9811736406349288,0.9302108857780695,1.0,0.9875833820626225,0.909288314857134,1.0,0.9906458104617715,0.8911628295357029,1.0,0.9853209728542929,0.9018120495136828,1.0,0.993733240785532,0.9431716405284343,level0
a bird flying over a snowy forest,1.0,0.982244543734892,0.849354228656739,1.0,0.9863162344566636,0.8907667612869468,1.0,0.9715505288738397,0.96266665821895,1.0,0.984914340065019,0.9084569033980369,1.0,0.9737741995639171,0.8448908133477699,1.0,0.9942604934932474,0.9163270244995754,0,0.9933058889573262,0.9195069190114736,1.0,0.9884310969749743,0.9068689652450421,level0
a cat grooming itself meticulously with its tongue,1.0,0.9838624037463507,0.9691239915788173,1.0,0.9908210771730541,0.9313686942494155,1.0,0.9950027226466759,0.9657592345029116,1.0,0.9928221422107617,0.9692756102979183,1.0,0.9795934135540918,0.9433317390641547,1.0,0.9839812185974047,0.9677319942042232,1.0,0.992655904719201,0.9644755631685257,1.0,0.9919084349767562,0.9636746411860301,level0
a cat playing in park,1.0,0.9882977115337452,0.9483480337075889,1.0,0.9828393525344465,0.8162085874968728,1.0,0.9928292878682143,0.9652046615257859,1.0,0.9545592817478553,0.8781828080862761,1.0,0.9818491381278307,0.755556574918148,1.0,0.9898520182203017,0.816802245642369,1.0,0.992641390448233,0.8813538809772581,1.0,0.9939356724101069,0.8675815186419411,level0
a cat drinking water,1.0,0.9853996920118144,0.9769412324763834,1.0,0.993788685382586,0.9500641543193151,0,0.9932560952180352,0.9697080976329744,0,0.9930838226712849,0.9762858183681965,1.0,0.981245502525734,0.9212285684194507,1.0,0.9921764281399168,0.977308169969668,1.0,0.9934864690820809,0.9545475587714464,1.0,0.9931083517067281,0.97213063648858,level0
a cat running happily,1.0,0.9859156249274182,0.9389441207051277,1.0,0.9809889330627637,0.9011388152637739,1.0,0.9657398775963655,0.9140626035630703,1.0,0.969585500004255,0.922912335023284,1.0,0.9668811494325326,0.8028106522996252,1.0,0.9823698089237625,0.8551995687341939,1.0,0.9901917112041575,0.9226734785363078,1.0,0.9911542333967578,0.928574356514746,level0
a dog enjoying a peaceful walk,1.0,0.986318451757438,0.9405546925030649,1.0,0.984038568600285,0.8651885641301238,1.0,0.9745638272420514,0.9553807348944247,1.0,0.9800621187931192,0.9303981769829989,1.0,0.9696005486524072,0.7982977445774931,1.0,0.990642808356524,0.9224571397528052,1.0,0.9859399437022711,0.891053564241156,1.0,0.9895393202769656,0.9152260492609432,level0
a dog playing in park,1.0,0.9871849433148177,0.9548255691770464,1.0,0.9852215471860483,0.8583347587777463,1.0,0.9772922399450231,0.9595563593320549,1.0,0.9605368284696691,0.8978518054634334,1.0,0.9703955944368495,0.8154961519367326,1.0,0.9907228072791374,0.8465777589784315,1.0,0.988891381259716,0.9059516820590943,1.0,0.9909375714779698,0.8569014565794879,level0
a dog drinking water,1.0,0.9827013402480359,0.9726799958385527,1.0,0.981144020992683,0.939673207630247,1.0,0.9847483006074971,0.9520875358954071,1.0,0.9860269921591321,0.960135149434209,1.0,0.9877157071788849,0.9281094971226483,1.0,0.9876110995896357,0.9269140081169704,1.0,0.9915210503339249,0.957052327459678,1.0,0.9939358967010904,0.9609130818806394,level0
a dog running happily,1.0,0.9838172024925635,0.9276784504298121,1.0,0.9890897663833418,0.9083413843340521,1.0,0.9760086830732004,0.8783331328071654,1.0,0.972888631521764,0.9467928683757781,1.0,0.971396797413394,0.8389273715939949,1.0,0.9907181097735679,0.8711083742789923,1.0,0.988329562127495,0.9526436028070748,1.0,0.9892354619387351,0.8918021005329662,level0
a horse bending down to drink water from a river,0,0.9906508876382223,0.9826418026350439,1.0,0.9863425555497638,0.9832584943547344,1.0,0.9874302545462991,0.9753642116673291,0,0.9899401237191926,0.9887145576626063,1.0,0.9853415480616728,0.9140309002583589,0,0.9937422233025637,0.9678455346574386,0,0.9936679883415316,0.9825110461097211,1.0,0.9930903791793277,0.9636930881682491,level0
a horse galloping across an open field,1.0,0.9877488979777308,0.9601475274655968,1.0,0.9839575283887001,0.9038844803235676,1.0,0.9679475950198149,0.9490817761979997,1.0,0.9800668571140841,0.9406476059556006,1.0,0.9778632007018055,0.9073076759896626,1.0,0.9886356821333978,0.9016079680838933,1.0,0.9920166541803894,0.9721469022799283,1.0,0.9853544039471295,0.9009382704165594,level0
a horse taking a peaceful walk,1.0,0.9833525428204062,0.9670358780305832,1.0,0.9881422585883168,0.9448004750197366,1.0,0.989931489318094,0.972471001278609,1.0,0.9782482851789442,0.9715570697188378,1.0,0.9769230663547109,0.9135552618319427,1.0,0.9918446930204977,0.9292510203396281,1.0,0.9906915635052849,0.9711657379288227,1.0,0.9915098410953685,0.945614809390762,level0
a horse running to join a herd of its kind,1.0,0.9886488682200447,0.9582493681460619,1.0,0.9862304513667821,0.9312894203718878,1.0,0.967191965548336,0.8395481348503381,1.0,0.9773243534688183,0.9374016282707454,1.0,0.9845083669445056,0.8936196230775941,1.0,0.9909336318899545,0.8623619829925399,1.0,0.9890151730340031,0.931745802378282,1.0,0.9879547678615793,0.8880629293893645,level0
a sheep bending down to drink water from a river,0,0.9896484157670298,0.9811271381098777,1.0,0.9826689815762861,0.9396685681087058,1.0,0.9900693147059533,0.9521370124071837,0,0.9891093459442516,0.9826320292055607,1.0,0.9896076523276476,0.845607658372662,0,0.993984629418053,0.9464619644296666,1.0,0.991402176911708,0.9878990860655904,1.0,0.9845804857169476,0.9470025519425956,level0
a sheep taking a peaceful walk,1.0,0.9855049966813517,0.959781747031957,1.0,0.9856491199665018,0.9365625151051772,1.0,0.9888449856051,0.9783429780974985,1.0,0.9789913748680895,0.9423542063683271,1.0,0.9828626218164093,0.9113611832866824,1.0,0.9939730748882307,0.9487462050902347,1.0,0.9886511479086172,0.9499771057628095,1.0,0.9906162607051225,0.9261791692666359,level0
a sheep running to join a herd of its kind,1.0,0.9860510061994011,0.9640396789647638,1.0,0.9786238899476002,0.9111714323095027,1.0,0.9736831008944377,0.9544033776037395,1.0,0.9685821648341049,0.9340895323455335,1.0,0.9709017150062251,0.8405053684381935,1.0,0.9916275314652409,0.9355145865430434,1.0,0.9892366728960645,0.9492902440018952,1.0,0.9900506933843835,0.8365897573725715,level0
a cow bending down to drink water from a river,0,0.9891604393257467,0.982046248530969,1.0,0.9879543380599914,0.9598493642855009,1.0,0.9825137369614368,0.9765452875755727,1.0,0.9912703723206585,0.9758537332713605,1.0,0.9786665366299678,0.8912850902817112,0,0.9937971446598508,0.9759920710076888,0,0.9937941099212579,0.9822821211535484,1.0,0.9912419368806855,0.9765420066436548,level0
a cow chewing cud while resting in a tranquil barn,1.0,0.9907606175643598,0.9690038211643696,1.0,0.9925639347330524,0.9579351614785676,0,0.9927816963855132,0.980813462100923,0,0.9936965051898943,0.9893549127131699,1.0,0.9856473241562769,0.9380929403673341,0,0.9950171871276723,0.9647942221102616,1.0,0.9934476394775213,0.9615479335654527,0,0.9960698287060927,0.9798015007173827,level0
a cow running to join a herd of its kind,1.0,0.9899023933867743,0.9608774826861918,1.0,0.9873029117938712,0.9399890432421794,1.0,0.9403227290666701,0.9283533859997988,1.0,0.9768326937309935,0.9474671868234873,1.0,0.9730071923606648,0.8964262083293946,1.0,0.9917892253874809,0.9364974955717722,1.0,0.9868653442959033,0.9324478140566498,1.0,0.9889928160056665,0.8511114746800269,level0
an elephant spraying itself with water using its trunk to cool down,0,0.988469056868432,0.9828315116465092,1.0,0.9843787972864033,0.9423660353126142,1.0,0.9877023197082652,0.977630735002458,1.0,0.9897264338448053,0.985974612236023,1.0,0.9625620824737979,0.9332411330405289,0,0.9932989237098075,0.9699668312134841,1.0,0.9893796311189407,0.9442844396922737,1.0,0.9902297297322317,0.9789968115184944,level0
an elephant taking a peaceful walk,1.0,0.9880157780491448,0.9815530098043382,1.0,0.9937257535811055,0.9829692174124236,1.0,0.987526342870952,0.9743689293973148,1.0,0.9758279663458265,0.9757419969141482,1.0,0.9693964852396618,0.9428983538615994,1.0,0.9924419199706913,0.9588308063335717,1.0,0.9937832252873662,0.9868072087410837,1.0,0.9925710527987996,0.978355484795196,level0
an elephant running to join a herd of its kind,1.0,0.9887329051073859,0.976738643925637,1.0,0.9862770397222544,0.9134780882188938,1.0,0.9754829773170843,0.9433833694085478,1.0,0.9795174940994917,0.9665352968871593,1.0,0.9619779273775715,0.9182370813396888,1.0,0.9924173494034718,0.9231789149033527,1.0,0.9912105651811144,0.9664130987599492,1.0,0.9908697187075974,0.9280298395618718,level0
a bear catching a salmon in its powerful jaws,1.0,0.9879295163234249,0.9589628998190165,1.0,0.9756417878910042,0.92117836933408,1.0,0.9917137905854979,0.9536218948662282,1.0,0.9816335580916394,0.9773833904415369,1.0,0.9764801627667922,0.8397701067895426,1.0,0.9921339629543344,0.9361101491066316,1.0,0.9871875489566667,0.9329797102604062,1.0,0.9833712579609084,0.9088218453978992,level0
a bear sniffing the air for scents of food,1.0,0.9881305615488134,0.9790967152453959,0,0.9920937848149155,0.9423453150179562,1.0,0.9893994112168522,0.980754559393972,0,0.9901027749055352,0.9745876890420915,1.0,0.9848169640103945,0.882815204233658,0,0.9954850751859747,0.9535494778615733,1.0,0.9918973953856536,0.9541178099811077,1.0,0.9923450058616894,0.9553570758609873,level0
a bear climbing a tree,1.0,0.9882558574621108,0.9641233196947724,1.0,0.985457003497505,0.929354867079114,1.0,0.9882260291936871,0.9441117437556386,1.0,0.9852436050616715,0.9224515212327242,1.0,0.9721296408069652,0.8879025996942831,1.0,0.9939733954653789,0.8840852372969189,1.0,0.9883786602566011,0.93079096483998,1.0,0.9918136518204381,0.9259488498977341,level0
a bear hunting for prey,1.0,0.9869493712492412,0.9752909857779741,1.0,0.9886220324022881,0.9396072189679883,1.0,0.9911921604885082,0.9581508850678803,1.0,0.9771386899736745,0.9500929807871581,1.0,0.9745572552308243,0.7915892259800822,1.0,0.9922361667977497,0.9172605802305043,1.0,0.9932464450678274,0.9507117354311049,1.0,0.9895736640932566,0.8989983607337113,level0
a zebra bending down to drink water from a river,0,0.9914771126558058,0.9903181712143123,1.0,0.9875383773531073,0.9765729465340607,0,0.9917840543992119,0.9899925590492785,1.0,0.9921687213697691,0.9898220946639776,1.0,0.9756084758425757,0.8957492777729422,0,0.9936853467813389,0.9865452085932096,0,0.992758201307686,0.9951261979527771,1.0,0.9924819252110566,0.9778568869173838,level0
a zebra running to join a herd of its kind,0,0.9888856460845549,0.9860073996242136,1.0,0.9847502379342423,0.97112701459219,1.0,0.9433982858384963,0.9337645642459392,1.0,0.9728298676073439,0.9391903881728648,1.0,0.9570577250520316,0.8426985898153567,1.0,0.9903554415464343,0.9417708834012349,1.0,0.9742620948054604,0.9671758202370256,1.0,0.9855505235685893,0.9210088798825028,level0
a zebra taking a peaceful walk,1.0,0.9893061710598682,0.9878350679762662,1.0,0.9930369667263351,0.981618006837448,1.0,0.9877848589906159,0.9840070989914239,1.0,0.9666568834607048,0.9699290338158606,1.0,0.9672650680799336,0.9065718567468286,1.0,0.9941922731619773,0.9723348995049794,1.0,0.9881074041140797,0.9873266433831305,1.0,0.9904170038496638,0.9805417027460968,level0
